 , C00, C05, C17, C26, C31, C32, C34, C36, C37, C39, C41
Time(s)/Cell Status, undecided, undecided, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
65.7,0.026117,0.000301465,0.3755029,0.09837548,3.193794,0.01137135,1.44E-09,0.6820613,0.1596144,0.2301934,1.296858
65.8,0.02497493,0.000288428,0.3818042,0.09434015,3.062799,0.02574801,1.38E-09,0.6540169,0.1530705,0.2207257,1.372069
65.9,0.02388281,0.000275956,0.365856,0.2168548,3.056799,0.0246654,1.33E-09,0.6513641,0.1467948,0.2116474,1.316348
66,0.02283845,0.000264022,0.3505739,0.2896169,2.931424,0.02362831,1.27E-09,0.624582,0.1407765,0.2029425,1.435804
66.1,0.02183976,0.000252605,0.3359301,0.2777368,2.939198,0.02263482,1.22E-09,0.598901,0.1350049,0.1945956,1.458413
66.2,0.02088473,0.000241682,0.3509649,0.3486002,2.958334,0.02168311,1.17E-09,0.6314158,0.1294699,0.186592,1.583512
66.3,0.05882695,0.00023123,0.3363049,0.4177571,2.961862,0.02077141,1.12E-09,0.6054539,0.1241618,0.1789175,1.731392
66.4,0.05625452,0.000221231,0.3222572,0.4006208,2.998635,0.01989805,1.08E-09,0.6405552,0.1299919,0.1715588,1.678548
66.5,0.05379459,0.000211664,0.3087962,0.4567871,2.875645,0.01906141,1.04E-09,0.8142323,0.1246624,0.199347,1.61038
66.6,0.05144222,0.000202511,0.3650619,0.4380498,2.843184,0.01825995,9.94E-10,0.7807536,0.1316576,0.191148,1.660098
66.7,0.04919272,0.000193754,0.349813,0.5442012,2.87378,0.01749218,9.54E-10,0.7486513,0.1262598,0.227872,1.722032
66.8,0.04704159,0.000185375,0.335201,0.5218782,2.75596,0.0167567,9.15E-10,0.717869,0.1210834,0.2184997,1.795115
66.9,0.04498453,0.000177359,0.3333877,0.5004708,2.861497,0.01605214,8.78E-10,0.6883524,0.1161192,0.2095129,1.934501
67,0.04301741,0.00016969,0.3194619,0.4799416,2.744132,0.01537721,8.43E-10,0.6600494,0.1165746,0.2008958,1.929774
67.1,0.04113632,0.000162352,0.3175864,0.4602545,2.902407,0.01473065,8.09E-10,0.6329102,0.1272905,0.2089474,1.851404
67.2,0.03933749,0.000155331,0.3383009,0.441375,2.783364,0.01411128,7.76E-10,0.6068868,0.1220718,0.2090021,2.036025
67.3,0.03761731,0.000148614,0.3722667,0.4232698,2.823486,0.01351796,7.44E-10,0.5819334,0.1441546,0.200406,1.968514
67.4,0.03597236,0.000142187,0.3745375,0.4059074,2.70768,0.01294957,7.14E-10,0.558006,0.1382445,0.1921634,2.102617
67.5,0.03439933,0.000136039,0.3588928,0.4468187,2.685277,0.01240509,6.85E-10,0.5350625,0.1325766,0.1842598,2.017228
67.6,0.0328951,0.000130156,0.3439015,0.4284903,2.57514,0.0118835,6.58E-10,0.5130623,0.1302652,0.1906762,1.993266
67.7,0.03145664,0.000124528,0.3295365,0.4109137,2.819551,0.01138384,6.31E-10,0.4919667,0.1249245,0.2172123,1.959685
67.8,0.03008109,0.000119143,0.3157715,0.4127303,2.703907,0.0109052,6.06E-10,0.5710652,0.1198028,0.2128033,1.880101
67.9,0.02876568,0.00011399,0.3025815,0.3958002,2.720154,0.01044667,5.81E-10,0.5475848,0.1148911,0.2040508,2.034919
68,0.0275078,0.000109061,0.3252276,0.3795646,2.608586,0.01000743,5.58E-10,0.6666176,0.1101808,0.2372135,1.981861
68.1,0.02630492,0.000104345,0.3116426,0.4883119,2.557469,0.009586651,5.35E-10,0.6392083,0.1056635,0.227457,1.901376
68.2,0.02515464,9.98E-05,0.2986251,0.4682814,2.611026,0.009183567,5.14E-10,0.6129259,0.137641,0.2181019,1.948986
68.3,0.02405466,9.55E-05,0.3781983,0.4883316,2.503934,0.02087193,4.93E-10,0.5877243,0.1550805,0.2091315,1.897783
68.4,0.02300278,9.14E-05,0.3624007,0.4683003,2.49788,0.01999434,4.73E-10,0.5881199,0.1487224,0.20053,1.986355
68.5,0.0219969,8.74E-05,0.3549991,0.4764103,2.425793,0.01915365,4.54E-10,0.6132461,0.142625,0.1922823,2.020636
68.6,0.02103501,8.37E-05,0.3401705,0.4568681,2.501554,0.01834831,4.35E-10,0.5891299,0.1367776,0.1843739,2.087694
68.7,0.04007548,8.00E-05,0.3259613,0.4381274,2.505774,0.02133958,4.18E-10,0.5649067,0.13117,0.20796,2.002911
68.8,0.07625797,7.66E-05,0.3168525,0.4322211,2.482215,0.02044233,4.01E-10,0.6102334,0.1257922,0.1994068,2.03155
68.9,0.07292332,7.33E-05,0.3036174,0.4600686,2.56029,0.0195828,3.85E-10,0.5851424,0.1206349,0.2752204,1.949047
69,0.06973448,7.01E-05,0.3378492,0.4411967,2.455279,0.01875942,3.69E-10,0.5610831,0.1450711,0.2639007,1.944297
69.1,0.06668508,6.71E-05,0.323737,0.4230989,2.486687,0.01797065,3.54E-10,0.5638895,0.1391234,0.2530466,2.02481
69.2,0.06376904,6.42E-05,0.3102143,0.4057434,2.384695,0.01721505,3.40E-10,0.5407041,0.1334196,0.242639,2.036317
69.3,0.0609805,6.14E-05,0.2972564,0.3890999,2.357905,0.01649122,3.26E-10,0.5382575,0.1373981,0.2326594,2.05485
69.4,0.05831391,5.87E-05,0.2848397,0.3959915,2.261194,0.01579783,3.13E-10,0.5161259,0.1586974,0.274585,2.048594
69.5,0.05576392,5.62E-05,0.2729418,0.379748,2.338374,0.01513358,3.00E-10,0.6371126,0.152191,0.2632915,1.965399
69.6,0.05332544,5.38E-05,0.2671769,0.3641708,2.284659,0.01449727,2.88E-10,0.6226799,0.1459514,0.2524625,1.996637
69.7,0.05099359,5.14E-05,0.2766849,0.3918913,2.378845,0.01388771,2.77E-10,0.5970771,0.1399677,0.2420788,1.915552
69.8,0.04876371,4.92E-05,0.2651275,0.375816,2.281276,0.01330379,2.65E-10,0.5725271,0.1342292,0.2321223,1.846739
69.9,0.04663134,4.71E-05,0.2540529,0.3604001,2.299128,0.01274441,2.55E-10,0.5836651,0.128726,0.2225752,1.771742
70,0.04459221,4.51E-05,0.2866139,0.3456165,2.204828,0.03311476,2.44E-10,0.5596665,0.1234485,0.2598566,1.858372
70.1,0.04264225,4.31E-05,0.2746418,0.3314394,2.310295,0.0317224,2.34E-10,0.5688077,0.1374322,0.2569932,1.902494
70.2,0.04077756,4.12E-05,0.30308,0.3309728,2.215537,0.03038859,2.25E-10,0.578752,0.144291,0.2597231,1.907407
70.3,0.03899442,3.95E-05,0.3090749,0.3173963,2.124666,0.02911086,2.16E-10,0.5549555,0.1496785,0.2745659,1.845896
70.4,0.03728924,3.77E-05,0.2961646,0.3043768,2.037522,0.02788686,2.07E-10,0.5321374,0.1443815,0.2632732,2.008071
70.5,0.03565864,3.61E-05,0.2837936,0.3746701,2.058567,0.02671432,1.99E-10,0.5102575,0.1397843,0.2524449,1.950076
70.6,0.03409933,3.46E-05,0.2765101,0.3593012,2.012239,0.02559108,1.91E-10,0.5653036,0.1461365,0.242062,1.876013
70.7,0.03260821,3.31E-05,0.3144111,0.3445628,2.001625,0.02451506,1.83E-10,0.6506379,0.1401452,0.2321061,1.899007
70.8,0.0311823,3.16E-05,0.3012779,0.3304289,2.055825,0.03355375,1.76E-10,0.6238856,0.1343994,0.2225598,1.855104
70.9,0.02981874,3.03E-05,0.2941822,0.3308265,1.971505,0.03214294,1.69E-10,0.5982333,0.1288893,0.213406,1.820532
71,0.02851481,2.90E-05,0.2818939,0.3172561,1.900656,0.03079145,1.62E-10,0.5736358,0.123605,0.2476086,1.835263
71.1,0.02726789,2.77E-05,0.270119,0.3042423,2.004344,0.02949678,1.55E-10,0.5500495,0.1185374,0.3325238,1.780075
71.2,0.0260755,2.65E-05,0.3014999,0.3547857,1.922135,0.06107001,1.49E-10,0.5898545,0.1136776,0.3272769,1.907051
71.3,0.02493526,2.54E-05,0.288906,0.3402325,1.843298,0.05850224,1.43E-10,0.5656015,0.109017,0.3214065,1.829604
71.4,0.02384487,2.43E-05,0.3228735,0.3282246,1.822997,0.05604243,1.37E-10,0.5423456,0.1304335,0.3188195,1.828823
71.5,0.02280217,2.32E-05,0.3378231,0.3147609,1.865845,0.05368605,1.32E-10,0.5887042,0.1250859,0.3513329,1.839825
71.6,0.02180506,2.22E-05,0.323712,0.3018495,1.809346,0.05142875,1.26E-10,0.5644985,0.1622045,0.3368828,1.868939
71.7,0.02085155,2.12E-05,0.3101903,0.3033802,1.91407,0.04926636,1.21E-10,0.5895358,0.1555543,0.4536183,1.79304
71.8,0.01993974,2.03E-05,0.2972334,0.2909356,1.835563,0.04719489,1.16E-10,0.5745029,0.1491769,0.4376404,1.720223
71.9,0.01906781,1.95E-05,0.2848177,0.2790014,1.920439,0.07158107,1.12E-10,0.550881,0.1430608,0.4367378,1.650364
72,0.018234,1.86E-05,0.2729206,0.2840975,1.846581,0.06857134,1.07E-10,0.5282304,0.1593192,0.418775,1.82879
72.1,0.01743665,1.78E-05,0.2615205,0.2724438,1.857131,0.07619072,1.03E-10,0.5065112,0.1527874,0.401551,1.774858
72.2,0.01667417,1.70E-05,0.2693183,0.2612682,1.83518,0.07298718,9.86E-11,0.6519738,0.1465234,0.3908096,1.702779
72.3,0.01594503,1.63E-05,0.2849059,0.3125598,1.770551,0.06991833,0.000838941,0.6251666,0.1405161,0.4187486,1.792412
72.4,0.01524778,1.56E-05,0.2730052,0.2997386,1.697931,0.06697852,0.000805027,0.5994616,0.1347552,0.4015258,1.722741
72.5,0.01458101,1.49E-05,0.3122999,0.2874434,1.652125,0.06910022,0.001030079,0.5748135,0.1292304,0.4573483,1.834943
72.6,0.0139434,1.43E-05,0.2992549,0.3206303,1.734864,0.06619481,0.000988438,0.5511789,0.15426,0.4385378,1.760425
72.7,0.01333368,1.37E-05,0.3248919,0.3074781,1.718602,0.06341156,0.03543075,0.5285161,0.1479356,0.4827957,1.789815
72.8,0.01275061,1.31E-05,0.3113209,0.2948654,1.648113,0.06922925,0.03399847,0.5194176,0.1418705,0.5817019,1.717129
72.9,0.01219305,1.25E-05,0.2983168,0.2827701,1.580515,0.06631842,0.03262409,0.5058433,0.136054,0.5577768,1.790435
73,0.01165986,1.20E-05,0.2858559,0.2896265,1.614265,0.06352997,0.03130527,0.6018865,0.130476,0.6099007,1.794005
73.1,0.01114999,1.14E-05,0.3001081,0.2777461,1.589624,0.06085876,0.03003976,0.5771387,0.1259362,0.7808771,1.763532
73.2,0.01066242,1.09E-05,0.3202125,0.266353,1.524425,0.05829987,0.02882542,0.5534085,0.120773,0.9726193,1.691913
73.3,0.01019616,1.05E-05,0.306837,0.2554272,1.669598,0.05584858,0.02766016,0.5637186,0.1363826,0.9326161,1.627566
73.4,0.009750299,1.00E-05,0.2940202,0.2449497,1.601119,0.09642857,0.026542,0.5405402,0.1461211,1.207327,1.56147
73.5,0.009323931,9.59E-06,0.3015552,0.2349019,1.625233,0.0923741,0.02546905,0.5183148,0.1401304,1.33143,1.498057
73.6,0.008916209,9.17E-06,0.2889591,0.2252663,1.558573,0.09120297,0.02443947,0.4970033,0.1454503,1.367678,1.616114
73.7,0.008526315,8.78E-06,0.276889,0.2160259,1.494648,0.08736822,0.02345151,0.476568,0.1394871,1.682193,1.550483
73.8,0.008153471,8.40E-06,0.287216,0.2071646,1.531241,0.1104375,0.02250349,0.5265922,0.1337683,1.624007,1.487517
73.9,0.007796931,8.03E-06,0.2752188,0.1986667,1.521774,0.105794,0.0215938,0.5049403,0.128284,1.64187,1.54407
74,0.007455982,7.69E-06,0.2637227,0.1905174,1.459358,0.1013457,0.02072087,0.5211664,0.1230246,2.010388,1.481364
74.1,0.007129942,7.35E-06,0.2872306,0.2083447,1.437351,0.09708453,0.01988324,0.4997377,0.1179808,2.206041,1.516774
74.2,0.006818159,7.04E-06,0.2752328,0.1997984,1.387841,0.09300248,0.01907946,0.4791899,0.1131438,2.183175,1.455176
74.3,0.00652001,6.73E-06,0.2637361,0.1933796,1.330918,0.08909206,0.01830818,0.4594871,0.1517813,2.454451,1.446609
74.4,0.006234899,6.44E-06,0.2527196,0.1854472,1.423935,0.08534607,0.01756808,0.4405943,0.1455585,2.543479,1.463546
74.5,0.005962255,6.16E-06,0.2421633,0.1778402,1.365532,0.08175758,0.01685789,0.4224784,0.1395908,2.649449,1.588245
74.6,0.005701534,5.90E-06,0.2687874,0.233375,1.327004,0.07831997,0.01617642,0.4650157,0.1338678,2.77197,1.523745
74.7,0.005452213,5.64E-06,0.25756,0.2382123,1.37667,0.0750269,0.01552249,0.4458957,0.1283794,2.755144,1.461864
74.8,0.005213795,5.40E-06,0.2639508,0.2284409,1.357774,0.07187229,0.014895,0.4750572,0.1765398,2.879519,1.474481
74.9,0.004985803,5.16E-06,0.2711586,0.2190703,1.388802,0.06885032,0.01429287,0.4555243,0.169302,2.761086,1.539698
75,0.00476778,4.94E-06,0.2598321,0.2100841,1.33184,0.06595542,0.01371509,0.4367945,0.1623609,2.762689,1.513241
75.1,0.004559292,4.73E-06,0.2879843,0.2014665,1.277214,0.09289307,0.01316066,0.4188348,0.1557043,2.955694,1.457286
75.2,0.00435992,4.52E-06,0.275955,0.1932024,1.291982,0.08898725,0.01262864,0.4916197,0.1830019,3.046693,1.398104
75.3,0.004169267,4.33E-06,0.2644281,0.1852772,1.238991,0.09222065,0.01211813,0.4714058,0.1754992,3.071045,1.345489
75.4,0.00398695,4.14E-06,0.3065535,0.1776772,1.191505,0.08834311,0.01162826,0.452023,0.168304,3.057993,1.344211
75.5,0.003812606,3.96E-06,0.3170356,0.1728096,1.156147,0.0927702,0.01115819,0.4334371,0.1628721,2.986442,1.289621
75.6,0.003645886,3.79E-06,0.3037928,0.165721,1.108727,0.08886955,0.01070713,0.4156155,0.1561946,2.980695,1.237249
75.7,0.003486457,3.63E-06,0.2911032,0.1589231,1.199253,0.0851329,0.01027429,0.3985266,0.1600608,3.150624,1.351622
75.8,0.003333999,3.47E-06,0.2789436,0.2024297,1.219307,0.08155338,0.009858959,0.4700169,0.1534986,3.239142,1.296732
75.9,0.003188207,3.32E-06,0.3243259,0.2061379,1.172655,0.07812435,0.009460414,0.4506912,0.1472054,3.367458,1.373886
76,0.02975729,3.18E-06,0.3107786,0.2159144,1.221689,0.07483951,0.009077979,0.4321601,0.1411702,3.295484,1.318091
76.1,0.02845604,3.04E-06,0.2977972,0.2070577,1.171581,0.07169278,0.008711005,0.5366767,0.1353825,3.269199,1.33815
76.2,0.0272117,2.91E-06,0.285358,0.1985642,1.123528,0.08141465,0.008358865,0.5146102,0.1393336,3.178887,1.317711
76.3,0.02602177,2.78E-06,0.2854471,0.2199957,1.077446,0.07988091,0.008020961,0.5013887,0.1555161,3.282883,1.33638
76.4,0.02488387,2.66E-06,0.3172459,0.2184444,1.033255,0.1187721,0.007696716,0.4807731,0.1491402,3.360821,1.282108
76.5,0.02379573,2.55E-06,0.3039943,0.2094838,1.092677,0.1137782,0.007385578,0.4610052,0.1508913,3.222592,1.297253
76.6,0.02275518,2.44E-06,0.2937536,0.2008909,1.105308,0.1089942,0.007087018,0.44205,0.144705,3.128958,1.254969
76.7,0.02176012,2.33E-06,0.2882486,0.1926504,1.06266,0.1044114,0.006800528,0.4238743,0.1387724,3.223041,1.280904
76.8,0.02080858,2.23E-06,0.2762082,0.192289,1.055624,0.1000213,0.006525618,0.4715822,0.1440463,3.369616,1.256806
76.9,0.01989865,2.13E-06,0.2972286,0.1844014,1.0655,0.1332796,0.006261822,0.4521921,0.1381406,3.231026,1.255267
77,0.01902851,2.04E-06,0.2848131,0.1768373,1.021798,0.1276756,0.00600869,0.4627228,0.1324771,3.310559,1.20429
77.1,0.01819642,1.95E-06,0.2729163,0.1695834,0.9861899,0.1810801,0.00576579,0.443697,0.1270457,3.341684,1.155383
77.2,0.01740071,1.87E-06,0.2630181,0.2232094,0.9547505,0.1734664,0.00553271,0.4254535,0.1227307,3.228486,1.108462
77.3,0.0166398,1.79E-06,0.2810297,0.2140534,1.062613,0.1987589,0.005309052,0.4648438,0.137319,3.27983,1.063447
77.4,0.01591217,1.71E-06,0.2692909,0.205273,1.01903,0.2077435,0.005094435,0.4457308,0.1707155,3.184602,1.020259
77.5,0.01521635,1.64E-06,0.2580424,0.206421,0.9821829,0.1990086,0.004888494,0.4274037,0.1637165,3.251472,1.127757
77.6,0.01455096,1.57E-06,0.2472638,0.2265697,0.976941,0.2384905,0.004690878,0.4098301,0.1570044,3.21252,1.081958
77.7,0.01391467,1.50E-06,0.2369354,0.2172759,0.9368714,0.2284628,0.004501251,0.4110288,0.1505674,3.210212,1.038328
77.8,0.03743279,1.43E-06,0.2270384,0.2083632,0.8984453,0.4559119,0.004319289,0.4472941,0.1443944,3.078177,1.136679
77.9,0.04163789,1.37E-06,0.2197008,0.1998162,0.8615953,0.4782524,0.004144683,0.4289027,0.1384745,3.212541,1.143871
78,0.03981712,1.31E-06,0.2667644,0.1916198,0.8588724,0.92168,0.003977135,0.4112675,0.1327972,3.155813,1.097417
78.1,0.03807598,1.25E-06,0.2556214,0.1837596,0.8236454,0.982347,0.003816361,0.4597608,0.1273528,3.060704,1.112106
78.2,0.03641097,1.20E-06,0.279614,0.1762218,0.7898633,1.610872,0.003662086,0.4408568,0.1221315,3.04,1.110304
78.3,0.03481876,1.15E-06,0.2679343,0.1689932,0.8173462,1.828698,0.003514047,0.4227301,0.1171243,3.096235,1.065214
78.4,0.05094099,1.10E-06,0.2567425,0.1620612,0.7838224,2.032695,0.003371992,0.4070368,0.1123224,3.18202,1.021955
78.5,0.0487134,1.05E-06,0.2460182,0.1749477,0.8499908,1.977286,0.003235681,0.4698713,0.1077174,3.105038,1.007875
78.6,0.04658323,1.01E-06,0.2544711,0.1677713,0.836105,2.17487,0.003104879,0.4889843,0.1033011,2.97733,0.9669446
78.7,0.04454621,9.63E-07,0.3026124,0.1608894,0.8018119,2.170233,0.002979365,0.4688788,0.111682,3.188185,0.9276763
78.8,0.04259826,9.21E-07,0.289972,0.1542897,0.7689254,2.078983,0.002858925,0.4495999,0.1071032,3.057057,0.9807209
78.9,0.0407355,8.81E-07,0.2778597,0.1547161,0.8540846,2.286078,0.002743354,0.4311137,0.1340789,3.043182,0.955408
79,0.03895419,8.43E-07,0.2662533,0.1483697,0.819054,2.189957,0.002632455,0.4133876,0.1285819,2.972503,0.9314219
79.1,0.03725078,8.07E-07,0.2551317,0.1515212,0.8081815,2.218616,0.002526038,0.490917,0.1233102,3.088567,0.8935962
79.2,0.03562185,7.72E-07,0.2444746,0.1453058,0.7750337,2.125331,0.002423924,0.5150168,0.1182547,2.972808,0.8573066
79.3,0.03406415,7.38E-07,0.2342627,0.1393454,0.7432454,2.035969,0.002325938,0.4938408,0.1134064,3.155547,0.885265
79.4,0.03257457,7.06E-07,0.3021806,0.1619983,0.712761,2.068902,0.002231912,0.4735356,0.1087569,3.100487,0.8493137
79.5,0.03115013,6.76E-07,0.2895583,0.1553531,0.6835269,1.981912,0.002141688,0.4540652,0.1042981,2.972966,0.8238386
79.6,0.02978798,6.47E-07,0.2774633,0.1489806,0.800945,2.095753,0.002055111,0.4353954,0.100022,2.853183,0.8329037
79.7,0.02848539,6.19E-07,0.2658734,0.1428694,0.7722062,2.007634,0.001972033,0.5189424,0.1337166,3.01843,0.8645138
79.8,0.05042132,5.92E-07,0.2547677,0.1370089,0.7405339,1.923221,0.001892315,0.497605,0.1282344,3.071092,0.8294052
79.9,0.04821646,5.66E-07,0.2441258,0.1313889,0.7556173,1.842356,0.001815818,0.477145,0.122977,3.1616,0.7957225
80,0.04610802,5.42E-07,0.2605119,0.1259993,0.7246254,1.789542,0.001742414,0.5009921,0.1179352,3.031565,0.7878883
80.1,0.04409178,5.18E-07,0.2653827,0.1208308,0.7120726,1.929942,0.001671978,0.4803928,0.1131,2.906878,0.7718651
80.2,0.0421637,4.96E-07,0.2546111,0.1158744,0.7191603,1.848794,0.001604388,0.4606404,0.1363215,2.94739,0.7817007
80.3,0.04031994,4.75E-07,0.2784693,0.1111213,0.6896636,1.878561,0.001539532,0.4846711,0.1307326,2.906627,0.7499553
80.4,0.05510738,4.54E-07,0.2797928,0.1325193,0.6616791,1.826926,0.001477296,0.5061485,0.1488196,2.889679,0.8124266
80.5,0.05269761,4.34E-07,0.2893512,0.1270834,0.6345401,1.779376,0.001417577,0.4995903,0.1427182,2.80247,0.7794333
80.6,0.05039322,4.16E-07,0.3313614,0.1218705,0.6085142,1.741304,0.001360272,0.5007828,0.136867,2.856016,0.74778
80.7,0.04818959,3.98E-07,0.3175202,0.1168714,0.5835558,1.668088,0.001305284,0.4801921,0.1312557,2.73855,0.7174121
80.8,0.04608233,3.80E-07,0.3187989,0.1120774,0.5596211,1.662872,0.001252518,0.498515,0.1258744,2.65982,0.7203685
80.9,0.05100536,3.64E-07,0.3054824,0.10748,0.5825904,1.592954,0.001201885,0.4780175,0.1207137,2.766854,0.6962484
81,0.05404986,3.48E-07,0.2927222,0.1030712,0.5586953,1.587276,0.001153299,0.4583628,0.1157647,2.695126,0.6693872
81.1,0.05168633,3.33E-07,0.280495,0.0988432,0.5687765,1.593701,0.001106678,0.4395163,0.1110185,2.821079,0.6422029
81.2,0.04942615,3.19E-07,0.2701595,0.108926,0.6044539,1.526692,0.00106194,0.4214447,0.1064669,2.834126,0.6161225
81.3,0.04726481,3.05E-07,0.2817569,0.1435011,0.579662,1.4625,0.001019012,0.4041162,0.102102,2.845693,0.6178439
81.4,0.04519799,2.92E-07,0.2699877,0.1376147,0.5635678,1.532437,0.000977819,0.5181468,0.1153736,2.766886,0.5927528
81.5,0.05985893,2.79E-07,0.2587101,0.1319697,0.5404528,1.468004,0.000938291,0.4968422,0.1106434,2.753132,0.5686806
81.6,0.05724138,2.67E-07,0.2479036,0.1394313,0.5250631,1.40628,0.000900361,0.4764135,0.1061072,2.639897,0.5479764
81.7,0.05473829,2.56E-07,0.2375485,0.1487918,0.5035275,1.453011,0.000863964,0.5793937,0.1206728,2.69075,0.6573745
81.8,0.05234465,2.44E-07,0.2552091,0.1426884,0.5709122,1.391917,0.000829038,0.5555708,0.1239738,2.601762,0.652055
81.9,0.05005569,2.34E-07,0.2625934,0.1368354,0.5474961,1.411005,0.000795525,0.5327274,0.1188911,2.714874,0.6255745
82,0.04786683,2.24E-07,0.2516247,0.1325707,0.5250403,1.368294,0.000763366,0.5108232,0.1140167,2.603213,0.6507764
82.1,0.04577367,2.14E-07,0.2411142,0.1271326,0.5035056,1.310762,0.000732507,0.4898197,0.1093422,2.77409,0.6243479
82.2,0.04377205,2.05E-07,0.2310426,0.1219177,0.4828542,1.255649,0.000702896,0.4696797,0.1048594,2.729155,0.6153181
82.3,0.04185796,1.96E-07,0.2629944,0.1266463,0.4674212,1.36221,0.000674481,0.543408,0.1005603,2.628448,0.5903296
82.4,0.04002757,1.88E-07,0.2520089,0.1214513,0.4514967,1.309216,0.000647215,0.5210647,0.09643751,2.520342,0.6030172
82.5,0.03827722,1.79E-07,0.2414823,0.1164694,0.4329784,1.304715,0.000621052,0.521653,0.09248373,2.466867,0.5785282
82.6,0.03660341,1.72E-07,0.2313954,0.1116918,0.4152196,1.249857,0.000595946,0.5002042,0.1059876,2.57154,0.5550337
82.7,0.03500279,1.64E-07,0.2217299,0.1071102,0.4323162,1.212134,0.000571855,0.4796373,0.1016422,2.465774,0.5324934
82.8,0.03347217,1.57E-07,0.2564077,0.1027166,0.4145846,1.161168,0.000548738,0.4599161,0.09747507,2.519068,0.5108685
82.9,0.03200847,1.50E-07,0.2456973,0.09850317,0.413931,1.172849,0.000526556,0.4410057,0.09347875,2.420289,0.4901218
83,0.03060879,1.44E-07,0.2354344,0.0944626,0.4948767,1.123535,0.00050527,0.4631913,0.08964627,2.43341,0.4702176
83.1,0.02927031,1.38E-07,0.2256001,0.1038291,0.4745792,1.120394,0.000484844,0.4683446,0.08597092,2.596587,0.4511217
83.2,0.02799036,1.32E-07,0.2161766,0.09957008,0.4551142,1.073285,0.000465245,0.4490877,0.08244625,2.515205,0.4702334
83.3,0.02676637,1.26E-07,0.2717424,0.09548574,0.4522699,1.065045,0.000446437,0.4306225,0.07906608,2.411756,0.4511368
83.4,0.02559592,1.21E-07,0.2603915,0.09156893,0.4337199,1.052318,0.00042839,0.509598,0.1090541,2.466543,0.4328158
83.5,0.04785082,1.15E-07,0.2495148,0.0878128,0.4159307,1.008072,0.000411073,0.4886448,0.1045831,2.389394,0.4152389
83.6,0.04575837,1.10E-07,0.2390924,0.08421073,0.3988712,0.9656861,0.000394455,0.4685532,0.1002954,2.426163,0.4194594
83.7,0.04375742,1.06E-07,0.2291053,0.08075643,0.3825113,0.9250826,0.000378509,0.4492877,0.09618341,2.326376,0.4725894
83.8,0.04184397,1.01E-07,0.2195354,0.07744382,0.3668225,0.8861862,0.000363208,0.5084353,0.09224004,2.396741,0.4533972
83.9,0.04001419,9.66E-08,0.2568766,0.07426709,0.3709562,0.8952271,0.000348526,0.48753,0.1070312,2.438225,0.4349844
84,0.03826442,9.24E-08,0.2461467,0.07122067,0.4345184,0.8575861,0.000334437,0.4674842,0.102643,2.337943,0.4173194
84.1,0.03659117,8.85E-08,0.235865,0.06829921,0.4436989,0.8215277,0.000320917,0.4482626,0.09843484,2.328819,0.4003718
84.2,0.03499109,8.46E-08,0.2260127,0.06549759,0.4255004,0.7869855,0.000307944,0.5457214,0.1242995,2.417312,0.3841124
84.3,0.04037099,8.10E-08,0.216572,0.0628109,0.4080484,0.7538956,0.000295496,0.523283,0.1192034,2.378974,0.3685133
84.4,0.03860562,7.75E-08,0.2075256,0.06023441,0.4202313,0.7961029,0.00028355,0.5017672,0.1143163,2.470312,0.3535477
84.5,0.03691744,7.41E-08,0.2197534,0.05776361,0.4029954,0.7626297,0.000272088,0.4828636,0.1189437,2.395043,0.3716137
84.6,0.03530309,7.09E-08,0.2105741,0.05539415,0.3864664,0.7305639,0.000261089,0.4630097,0.1140672,2.296536,0.3565222
84.7,0.03375934,6.78E-08,0.2097309,0.07247551,0.4015006,0.6998463,0.000250534,0.4439721,0.1093906,2.225903,0.3420436
84.8,0.03228309,6.49E-08,0.2009703,0.06950258,0.385033,0.7256014,0.000240407,0.4301342,0.1049057,2.134353,0.328153
84.9,0.04329219,6.21E-08,0.1961468,0.0666516,0.4053192,0.6950926,0.000230688,0.4124484,0.1006048,2.175947,0.3148264
85,0.04139908,5.94E-08,0.1921281,0.06391756,0.3886949,0.6658664,0.000221363,0.3954898,0.09648015,2.345954,0.3425007
85.1,0.03958875,5.68E-08,0.219901,0.06129568,0.3727525,0.6378692,0.000212414,0.3792284,0.09252462,2.249467,0.3285915
85.2,0.03785759,5.44E-08,0.2107156,0.05878134,0.3791606,0.6110491,0.000203827,0.462287,0.08873126,2.237226,0.3152472
85.3,0.03620213,5.20E-08,0.2139562,0.05637014,0.380253,0.5853567,0.000195588,0.4432791,0.08509342,2.307457,0.3024448
