 , C00, C05, C17, C26, C31, C32, C34, C36, C37, C39, C41
Time(s)/Cell Status, undecided, undecided, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
90.3,0.03490892,5.71E-09,0.1643182,0.02757591,0.2703551,0.2606751,2.48E-05,0.4458783,0.06860746,1.435351,0.2124934
90.4,0.0333824,5.46E-09,0.2249132,0.02644475,0.3464,0.2497146,2.38E-05,0.4275451,0.06579466,1.470629,0.2038639
90.5,0.03192264,5.22E-09,0.2155184,0.02535999,0.3321922,0.239215,2.29E-05,0.4099657,0.06309719,1.55783,0.1955849
90.6,0.03052671,5.00E-09,0.2151186,0.02431973,0.3350115,0.2291569,2.20E-05,0.3931092,0.0605103,1.50944,0.187642
90.7,0.02919181,4.78E-09,0.2313831,0.02332214,0.3212709,0.2195217,2.11E-05,0.3769457,0.05802948,1.447357,0.1800217
90.8,0.0279153,4.58E-09,0.2217181,0.02236547,0.3080939,0.2102916,2.02E-05,0.4583921,0.05565036,1.387828,0.1727109
90.9,0.0266946,4.38E-09,0.2168518,0.02144805,0.307691,0.2233416,1.94E-05,0.4656462,0.06327648,1.427272,0.165697
91,0.02552728,4.19E-09,0.2077937,0.02056825,0.295071,0.2139509,1.86E-05,0.4465002,0.06068225,1.368569,0.1589679
91.1,0.02441101,4.01E-09,0.199114,0.01972455,0.2829686,0.204955,1.79E-05,0.4281414,0.05819437,1.411279,0.1768418
91.2,0.02334355,3.83E-09,0.2050444,0.01891545,0.2713625,0.1963374,1.71E-05,0.4105375,0.08549908,1.353234,0.1696601
91.3,0.02232276,3.67E-09,0.2382109,0.01813954,0.2602325,0.1880821,1.64E-05,0.3936575,0.08199375,1.297576,0.1627701
91.4,0.04378738,3.51E-09,0.2282607,0.01739546,0.249559,0.180174,1.58E-05,0.3774714,0.07863214,1.417638,0.1561599
91.5,0.04187262,3.36E-09,0.218726,0.0166819,0.2393232,0.1725983,1.51E-05,0.3659432,0.07540835,1.359331,0.1552682
91.6,0.04004159,3.21E-09,0.2416369,0.01599761,0.2579243,0.1653412,1.45E-05,0.3508967,0.07231673,1.322033,0.1489626
91.7,0.03829062,3.07E-09,0.2478125,0.0153414,0.2473454,0.1648506,1.39E-05,0.3364689,0.092712,1.285003,0.1429132
91.8,0.03661622,2.94E-09,0.2374611,0.01471209,0.2682035,0.1690382,1.34E-05,0.4870118,0.08891096,1.232152,0.1371094
91.9,0.03501505,2.81E-09,0.2275422,0.01410861,0.257203,0.1619307,1.28E-05,0.4669873,0.08526576,1.181474,0.1315412
92,0.03348389,2.69E-09,0.2180376,0.01352988,0.2466538,0.1551221,1.23E-05,0.4543648,0.08177,1.252813,0.1269461
92.1,0.03201968,2.58E-09,0.20893,0.01297488,0.2680723,0.1485998,1.18E-05,0.4356827,0.07841755,1.239272,0.1904498
92.2,0.0306195,2.46E-09,0.2002029,0.01244266,0.3040506,0.1423517,1.13E-05,0.4177687,0.07520256,1.281972,0.1827155
92.3,0.02928055,2.36E-09,0.2374207,0.01193226,0.2915798,0.1424761,1.09E-05,0.4005913,0.07211938,1.229245,0.1752952
92.4,0.02800015,2.26E-09,0.2275035,0.0114428,0.2796206,0.1364855,1.04E-05,0.3841202,0.09153551,1.276874,0.1681764
92.5,0.02677574,2.16E-09,0.2180005,0.01097342,0.2681518,0.1417236,1.00E-05,0.3761742,0.0877827,1.224357,0.1613466
92.6,0.02560488,2.06E-09,0.2088944,0.01052329,0.2571535,0.1357647,9.62E-06,0.4310079,0.08418375,1.174,0.1547942
92.7,0.02448521,1.98E-09,0.229572,0.01009163,0.2466063,0.1300563,9.23E-06,0.4403792,0.08073235,1.125714,0.1485079
92.8,0.02341451,1.89E-09,0.2199826,0.009677673,0.3060881,0.1245879,8.86E-06,0.4222721,0.07742245,1.141949,0.1475251
92.9,0.05867364,1.81E-09,0.2421166,0.009280697,0.3492856,0.1193494,8.50E-06,0.4049096,0.07424825,1.099146,0.141534
93,0.05610792,1.73E-09,0.2320033,0.008900004,0.3579578,0.1143312,8.16E-06,0.3882609,0.07120419,1.194412,0.1357862
93.1,0.0536544,1.66E-09,0.2875289,0.008534928,0.343276,0.1143577,7.83E-06,0.4499028,0.06828494,1.161885,0.1302719
93.2,0.05130816,1.58E-09,0.2755186,0.008184827,0.3291965,0.1095494,7.51E-06,0.4314042,0.09860351,1.114098,0.1249814
93.3,0.04906452,1.52E-09,0.26401,0.007849087,0.3170443,0.1049432,7.21E-06,0.4136661,0.09456092,1.068276,0.1199058
93.4,0.046919,1.45E-09,0.2556986,0.007527119,0.3040407,0.1005308,6.91E-06,0.3966574,0.09068407,1.143247,0.1150364
93.5,0.0448673,1.39E-09,0.2450179,0.007218358,0.2915703,0.09630381,6.63E-06,0.3847038,0.08696617,1.12421,0.1337482
93.6,0.04290531,1.33E-09,0.3118675,0.006922263,0.2796115,0.09225459,6.37E-06,0.3918637,0.0834007,1.077971,0.1283166
93.7,0.04102912,1.27E-09,0.2988405,0.006638313,0.2681431,0.08837561,6.11E-06,0.3757514,0.0799814,1.054759,0.1280624
93.8,0.06634906,1.21E-09,0.2863577,0.00636601,0.2571451,0.08465974,5.86E-06,0.3813659,0.07670229,1.111372,0.1228616
93.9,0.06344771,1.16E-09,0.2743964,0.006104878,0.2465982,0.08473392,5.63E-06,0.3656853,0.07355762,1.078533,0.1178721
94,0.06067323,1.11E-09,0.3376692,0.005854457,0.2364839,0.1335961,5.40E-06,0.3660493,0.07054187,1.146185,0.1130853
94.1,0.05802007,1.06E-09,0.3235645,0.005614308,0.2281676,0.1279788,5.18E-06,0.3704517,0.06764977,1.099043,0.1084928
94.2,0.05548293,1.02E-09,0.310049,0.00538401,0.2188092,0.1225978,4.97E-06,0.3580836,0.06487624,1.099813,0.1364474
94.3,0.05305674,9.74E-10,0.297098,0.005163159,0.2098347,0.117443,4.77E-06,0.3433602,0.06221642,1.056465,0.1309062
94.4,0.05073664,9.32E-10,0.2864265,0.004951368,0.2012282,0.1125049,4.58E-06,0.4173008,0.05966564,1.013013,0.12559
94.5,0.04851799,8.91E-10,0.2744623,0.07449236,0.1929748,0.1077745,4.39E-06,0.4001426,0.05721945,0.9861013,0.1623613
94.6,0.04639636,8.53E-10,0.2629978,0.0714367,0.2911879,0.119801,4.21E-06,0.4428548,0.08669437,1.064663,0.1557677
94.7,0.04436751,8.16E-10,0.2798104,0.07311121,0.2792448,0.1147638,4.04E-06,0.4246459,0.09048929,1.020874,0.1494418
94.8,0.04242738,7.81E-10,0.268445,0.07011221,0.2677915,0.1286518,3.88E-06,0.4071858,0.08677937,0.9788858,0.1438432
94.9,0.04057209,7.47E-10,0.2781884,0.1142203,0.2648093,0.1232424,3.72E-06,0.3904435,0.08322155,1.035576,0.1764056
95,0.03879793,7.15E-10,0.3246405,0.109535,0.2567299,0.1180606,3.57E-06,0.3743896,0.07980961,1.024481,0.1692416
95.1,0.03710135,6.84E-10,0.31108,0.1050419,0.2462001,0.1130965,3.43E-06,0.3589958,0.09234056,0.9823449,0.1623686
95.2,0.03547896,6.54E-10,0.3175204,0.1007331,0.2361021,0.1083412,3.29E-06,0.3452586,0.08855474,0.9815112,0.1557747
95.3,0.03392751,6.26E-10,0.3654382,0.1230124,0.2496067,0.1037859,3.16E-06,0.3617749,0.08492414,0.9411422,0.1859924
95.4,0.03244391,0.009288765,0.3501736,0.162276,0.239369,0.09942207,3.03E-06,0.3468998,0.08144239,0.9966714,0.1784391
95.5,0.03102518,0.01995514,0.4241356,0.1556195,0.31132,0.09524173,2.91E-06,0.3503568,0.07810338,0.9748752,0.1711925
95.6,0.02966849,0.06380065,0.456487,0.2120777,0.2985511,0.09123717,2.79E-06,0.3359511,0.07490127,0.997277,0.1858294
95.7,0.02837113,0.06104169,0.4990416,0.2033783,0.2863059,0.09296664,2.68E-06,0.4283338,0.07183044,0.9562595,0.1782828
95.8,0.0271305,0.09141787,0.4781963,0.2197653,0.2843711,0.08905773,2.57E-06,0.410722,0.06888551,0.9465726,0.1710426
95.9,0.04090148,0.08746465,0.6716575,0.22631,0.2727075,0.08531317,2.46E-06,0.3938344,0.06606131,0.9076406,0.1640964
96,0.03911291,0.2564312,0.6561359,0.3424332,0.2615223,0.08172606,2.36E-06,0.4239746,0.06335291,0.9468357,0.1574323
96.1,0.03740256,0.2571234,0.7084007,0.3283867,0.2507959,0.07828978,2.27E-06,0.406542,0.06075554,0.9303972,0.1510389
96.2,0.03576699,0.4559725,0.8014039,0.4771099,0.2405094,0.07499798,2.18E-06,0.4180254,0.05826466,0.8997063,0.1449051
96.3,0.06792285,0.4362547,0.9026436,0.457539,0.2306448,0.07184459,2.09E-06,0.4008374,0.0558759,0.8846201,0.1390204
96.4,0.06495267,0.6586347,0.9488606,0.6176749,0.2705135,0.06882378,2.01E-06,0.3843562,0.05598329,0.892648,0.1333747
96.5,0.06211238,0.6301531,1.001586,0.592338,0.2594183,0.06592999,1.92E-06,0.3685526,0.05368806,0.8559339,0.1279582
96.6,0.05939629,0.7521421,1.269028,0.6822032,0.2487782,0.08978882,1.85E-06,0.3533988,0.05148694,0.8525607,0.1227618
96.7,0.05679897,0.7573086,1.353293,0.7331086,0.259517,0.08601353,1.77E-06,0.3836863,0.04937606,0.8389387,0.1177763
96.8,0.05431523,0.9115696,1.50712,0.796154,0.2488728,0.08239698,1.70E-06,0.3679103,0.04735172,0.8044336,0.1565943
96.9,0.0519401,0.889837,1.749952,0.9393379,0.2386652,0.07893249,1.63E-06,0.3527829,0.06927823,0.8176599,0.1502349
97,0.04966883,1.057391,1.692884,0.9243552,0.237303,0.08106116,1.57E-06,0.3382775,0.06643794,0.78403,0.1441338
97.1,0.04749687,1.011666,1.862712,0.8864384,0.2275699,0.07765283,1.50E-06,0.3243686,0.06371409,0.8245175,0.1649266
97.2,0.0454199,0.9679182,1.985925,1.110304,0.2182361,0.07438781,1.44E-06,0.3110315,0.07929494,0.863387,0.1582288
97.3,0.04343375,0.9482368,2.00699,1.082703,0.2144822,0.07126007,1.38E-06,0.2982428,0.07604398,0.8278764,0.1537357
97.4,0.04153445,1.016609,1.923157,1.102296,0.2056851,0.06826384,1.33E-06,0.3575661,0.0729263,0.8611135,0.1474924
97.5,0.0397182,1.075538,2.00228,1.05708,0.1972489,0.0653936,1.27E-06,0.3752652,0.06993644,0.8513065,0.1604043
97.6,0.03798138,1.047525,1.92102,1.013719,0.1891586,0.06264403,1.22E-06,0.3622835,0.06706916,0.8162928,0.1538902
97.7,0.03632051,1.112167,1.840777,0.9972698,0.1814002,0.06001008,1.17E-06,0.3473875,0.06431943,0.8669143,0.1476406
97.8,0.03473226,1.064073,1.943316,1.14216,0.17396,0.05748687,1.13E-06,0.333104,0.07756059,0.8312587,0.1416448
97.9,0.03321347,1.018618,1.862142,1.095309,0.166825,0.05506976,1.08E-06,0.3488603,0.07438073,0.7970695,0.1358925
98,0.03176109,1.033595,2.017491,1.167575,0.1850033,0.05275428,1.04E-06,0.4205453,0.07133123,0.7642865,0.1303738
98.1,0.03037222,0.9888991,1.933218,1.127176,0.2684585,0.05053615,9.94E-07,0.4032538,0.06840677,0.7724462,0.1250792
98.2,0.02904408,0.9887915,1.852466,1.168037,0.2574476,0.04841129,9.54E-07,0.3866732,0.0656022,0.7406759,0.1615985
98.3,0.02777402,0.9460328,2.025706,1.120124,0.2468883,0.04637577,9.15E-07,0.3707743,0.06778326,0.8339068,0.1550359
98.4,0.0265595,0.9051231,1.941091,1.137577,0.2367621,0.04442584,8.78E-07,0.3555292,0.06500425,0.7996086,0.1487397
98.5,0.02539809,1.05168,1.864038,1.090914,0.2525125,0.04255789,8.43E-07,0.3409109,0.06233918,0.7820281,0.1426993
98.6,0.02428747,1.006202,1.990033,1.066932,0.2421556,0.04076849,8.09E-07,0.3268937,0.05978338,0.7498637,0.1868397
98.7,0.02322541,1.054459,1.906908,1.339423,0.2322235,0.03905432,7.76E-07,0.4190482,0.05733236,0.7340282,0.1847021
98.8,0.02220979,1.02021,1.964632,1.28448,0.2267387,0.03741223,7.45E-07,0.4018182,0.05498182,0.703838,0.1772012
98.9,0.02123859,0.9760928,1.902491,1.341639,0.217439,0.03583918,7.15E-07,0.3852967,0.05272765,0.6748896,0.1700049
99,0.02030986,0.9338832,1.861551,1.286605,0.2085206,0.03433227,6.86E-07,0.3694544,0.05056591,0.6471317,0.1631009
99.1,0.01942173,0.9821978,1.995882,1.233829,0.1999681,0.03288873,6.58E-07,0.3542635,0.05966433,0.66059,0.1564773
99.2,0.01857245,0.9649168,1.912512,1.281574,0.2129022,0.03150588,6.31E-07,0.3396973,0.05721819,0.6787022,0.1501226
99.3,0.0177603,0.9470981,1.832625,1.264955,0.2041699,0.04381797,6.06E-07,0.3560648,0.05878026,0.6507875,0.1491672
99.4,0.01698367,0.9061424,1.840603,1.213067,0.1957958,0.04197558,5.81E-07,0.3663251,0.05637036,0.648384,0.1431095
99.5,0.01624099,0.9763197,1.825058,1.204282,0.1877652,0.04021066,5.58E-07,0.3512629,0.05405927,0.6217163,0.1372977
99.6,0.01553079,0.9495194,1.853826,1.154883,0.189204,0.03851995,5.35E-07,0.33682,0.05184292,0.6167281,0.1317219
99.7,0.01485165,0.9161609,1.77639,1.278781,0.1814438,0.03690033,5.14E-07,0.322971,0.04971745,0.6293497,0.1263726
99.8,0.01420221,0.876543,1.702189,1.251192,0.1740018,0.0353488,4.93E-07,0.3096914,0.04767911,0.6034649,0.1212405
99.9,0.01358117,0.8850946,1.753775,1.212054,0.2107633,0.03386251,4.73E-07,0.4173782,0.06491479,0.5786448,0.1163168
100,0.01298728,0.8772976,1.690459,1.265064,0.2021188,0.03243872,4.54E-07,0.4223427,0.06225338,0.6457993,0.1344841
100.1,0.01241937,0.8507365,1.68918,1.213171,0.1938289,0.03107479,4.36E-07,0.4276548,0.05970109,0.619238,0.1290226
100.2,0.01187628,0.8139477,1.626392,1.322332,0.1858789,0.02976821,4.18E-07,0.410071,0.05725344,0.5937691,0.1237829
100.3,0.01135695,0.8562639,1.558456,1.279862,0.220228,0.02851656,4.01E-07,0.3932101,0.05782579,0.5909502,0.118756
100.4,0.01086032,0.8192361,1.493358,1.227362,0.2111953,0.02731754,3.85E-07,0.3933554,0.05545503,0.6380957,0.1139332
100.5,0.01038542,0.7838095,1.492453,1.177016,0.202533,0.02616894,3.69E-07,0.3771818,0.05648566,0.6118512,0.1093063
100.6,0.009931277,0.8436643,1.575942,1.352528,0.1942261,0.02506863,3.54E-07,0.3616732,0.05416984,0.5866861,0.1048673
100.7,0.009496996,0.8071814,1.615102,1.297047,0.1862598,0.02401458,3.40E-07,0.3628037,0.05194896,0.5754247,0.1262589
100.8,0.009081705,0.7722762,1.594224,1.271776,0.1786203,0.02300486,3.26E-07,0.3638642,0.04981914,0.5517579,0.1276384
100.9,0.008684575,0.7388803,1.533113,1.272988,0.1712941,0.05677954,3.13E-07,0.451074,0.04777664,0.5290644,0.1224549
101,0.008304809,0.8071556,1.469074,1.274138,0.2773491,0.05439217,3.00E-07,0.4325272,0.04581787,0.608267,0.117482
101.1,0.007941651,0.7722514,1.407709,1.284969,0.2684705,0.05210517,2.88E-07,0.414743,0.04393941,0.5832493,0.1127109
101.2,0.007594374,0.7388567,1.442703,1.23226,0.2574591,0.04991434,2.77E-07,0.39769,0.04213797,0.5592606,0.1081337
101.3,0.007262282,0.7306007,1.490423,1.218819,0.2468993,0.04781562,2.65E-07,0.3813382,0.04041038,0.5362585,0.1037423
101.4,0.006944712,0.7258704,1.502997,1.251131,0.2367727,0.04580515,2.55E-07,0.3656587,0.03875362,0.5142025,0.1517772
101.5,0.006641029,0.6944813,1.440216,1.19981,0.2270613,0.04387921,2.44E-07,0.3608012,0.03716478,0.4930537,0.1456134
101.6,0.006350626,0.6644496,1.462137,1.301634,0.2177483,0.04203425,2.35E-07,0.3459661,0.03564109,0.556733,0.1397
101.7,0.006072922,0.6488163,1.401062,1.248242,0.2088173,0.04246508,2.25E-07,0.4295518,0.03417986,0.5338349,0.1340266
101.8,0.005807362,0.6207593,1.397523,1.287295,0.2110172,0.04067957,2.16E-07,0.4118899,0.06969958,0.5207723,0.1285837
101.9,0.005553413,0.616518,1.339147,1.23449,0.2182263,0.03896914,2.07E-07,0.3949542,0.066842,0.4993532,0.1233618
102,0.00531057,0.5898577,1.28321,1.295952,0.2092756,0.07324272,1.99E-07,0.3787149,0.06410159,0.4788151,0.1270617
102.1,0.005078346,0.5667562,1.231462,1.267512,0.2006921,0.07016312,1.91E-07,0.3631433,0.06147353,0.5391385,0.1219016
102.2,0.004856277,0.5828785,1.180023,1.248572,0.1924607,0.06721302,1.83E-07,0.3482119,0.05895321,0.516964,0.1171072
102.3,0.004643918,0.5576728,1.244276,1.287266,0.1845669,0.06438696,1.76E-07,0.3338945,0.05653623,0.534611,0.1123514
102.4,0.004440846,0.5335571,1.192301,1.298225,0.1769968,0.06167972,1.69E-07,0.3323346,0.05421833,0.5126228,0.1077887
102.5,0.004246654,0.6029158,1.142498,1.338775,0.2307217,0.05908631,1.62E-07,0.31867,0.05199547,0.491539,0.1034114
102.6,0.004060953,0.5768436,1.094775,1.283858,0.2212586,0.05660194,1.55E-07,0.3055672,0.04986374,0.4713223,0.09921175
102.7,0.003883373,0.551899,1.072172,1.307522,0.2121836,0.05422204,1.49E-07,0.2930032,0.05156322,0.5128813,0.09518269
102.8,0.003713559,0.5568062,1.144783,1.253888,0.2034808,0.0519422,1.43E-07,0.2809558,0.04944921,0.4917868,0.09131725
102.9,0.00355117,0.532728,1.096965,1.202454,0.195135,0.04975821,1.37E-07,0.4147509,0.04742187,0.4750659,0.1504942
103,0.003395882,0.5096911,1.051144,1.153129,0.1871315,0.04766606,1.32E-07,0.3976976,0.04547765,0.4555267,0.1443825
103.1,0.003247385,0.4876503,1.007237,1.250011,0.1948516,0.07018397,1.26E-07,0.3813454,0.04361314,0.4803796,0.138519
103.2,0.003105381,0.4665626,1.060822,1.242991,0.2515739,0.06723299,1.21E-07,0.3656656,0.04182507,0.5526406,0.1328937
103.3,0.002969587,0.4463869,1.016511,1.273635,0.2412555,0.07478112,1.16E-07,0.3882764,0.04011031,0.5299108,0.1274967
103.4,0.002839731,0.4270836,0.9740503,1.258074,0.2313603,0.07163685,1.12E-07,0.3723116,0.03846585,0.5081159,0.1475722
103.5,0.002715553,0.408615,0.9333634,1.206468,0.221871,0.06862478,1.07E-07,0.3570033,0.03688881,0.4872174,0.1415792
103.6,0.002596806,0.3909451,0.9832825,1.158508,0.2127709,0.06573936,1.03E-07,0.3559476,0.03537643,0.4671784,0.1358296
103.7,0.002483251,0.3740393,1.016837,1.110986,0.204044,0.06297526,9.86E-08,0.3413121,0.03392605,0.4539773,0.1303134
103.8,0.002374661,0.3578646,0.974363,1.309209,0.1956751,0.06580681,9.46E-08,0.3272784,0.03253514,0.4391279,0.1250213
103.9,0.002270821,0.3423893,0.9336631,1.255506,0.1876494,0.06303987,9.08E-08,0.3138217,0.03120125,0.523173,0.1199441
104,0.002171521,0.3275832,0.8946633,1.236536,0.1799529,0.06038927,8.71E-08,0.3009183,0.02992205,0.5016552,0.1150731
104.1,0.002076563,0.3134174,0.8572925,1.185814,0.1725721,0.05785012,8.36E-08,0.3744022,0.0570198,0.518346,0.1103999
104.2,0.001985758,0.2998642,0.8214828,1.137172,0.165494,0.05541774,8.02E-08,0.3590079,0.05468208,0.4970267,0.1059165
104.3,0.001898923,0.286897,0.8629475,1.24526,0.2235778,0.05308762,7.70E-08,0.3442466,0.05954003,0.4765843,0.1016151
104.4,0.001815886,0.2744906,0.8269016,1.209744,0.2144077,0.05085548,7.39E-08,0.3635007,0.05709898,0.4569827,0.09748845
104.5,0.00173648,0.2626207,0.7923613,1.325836,0.2056137,0.04871719,7.09E-08,0.3485546,0.05475802,0.4381872,0.09352937
104.6,0.001660546,0.2512641,0.7592638,1.27145,0.1971804,0.04666881,6.80E-08,0.3342231,0.05251303,0.4201649,0.08973107
104.7,0.001587932,0.2403986,0.7275487,1.303233,0.189093,0.04470656,0.07918969,0.3204809,0.05036008,0.4028837,0.08608703
104.8,0.001518494,0.2300029,0.7521748,1.249775,0.1813373,0.04282681,0.07598847,0.3073036,0.04829539,0.4141923,0.08259097
104.9,0.001452093,0.2200568,0.746159,1.198509,0.1738997,0.0410261,0.2082472,0.2946682,0.04631536,0.452363,0.07923689
105,0.001388594,0.2105408,0.7149914,1.345488,0.1667671,0.0393011,0.1998289,0.2825524,0.04441651,0.5148495,0.09569345
105.1,0.001327873,0.2014363,0.6851256,1.299122,0.1965014,0.03764863,0.2649862,0.2709346,0.0425955,0.493674,0.09180728
105.2,0.001269807,0.1927255,0.6911646,1.259275,0.1884418,0.03606564,0.3502972,0.3681987,0.0420605,0.4733695,0.08807892
105.3,0.00121428,0.1843914,0.6622941,1.20762,0.1966247,0.03454921,0.5146924,0.3606861,0.04033608,0.4539001,0.08450197
105.4,0.001161181,0.1764177,0.6867777,1.232449,0.1885601,0.04627721,0.4938861,0.3458558,0.05233742,0.5223036,0.08107028
105.5,0.001110404,0.1687888,0.6580905,1.181894,0.1808262,0.04433142,0.7693781,0.3316352,0.05019167,0.5008216,0.1113382
105.6,0.001061848,0.1614898,0.6306015,1.221771,0.1734096,0.04246744,0.7382762,0.3179994,0.04813389,0.4802231,0.1068166
105.7,0.001015415,0.1545064,0.6042608,1.171654,0.1662971,0.07969175,1.004747,0.3049242,0.04616047,0.4998861,0.1121463
105.8,0.000971012,0.147825,0.5790204,1.296353,0.198422,0.076341,0.9641302,0.3673763,0.04426797,0.4793261,0.1075919
105.9,0.000928551,0.1414326,0.5548342,1.243176,0.1902837,0.07313114,1.336062,0.3522708,0.04245305,0.4596117,0.1111565
106,0.000887947,0.1353165,0.572226,1.29653,0.1824791,0.07005624,1.365137,0.3377865,0.04071254,0.4407081,0.1066424
106.1,0.000849118,0.129465,0.5483238,1.277754,0.1749947,0.06711063,1.508213,0.3238977,0.03904339,0.4225821,0.1023115
106.2,0.000811987,0.1238665,0.6100866,1.225341,0.1678172,0.06428887,1.559067,0.3560247,0.03744268,0.4052015,0.09815659
106.3,0.00077648,0.1185101,0.5846028,1.175077,0.1609341,0.09515878,1.560765,0.341386,0.03590759,0.3885358,0.09417038
106.4,0.000742526,0.1133853,0.5601835,1.126876,0.2244741,0.0911577,1.530513,0.3372383,0.03443543,0.3725556,0.09034605
106.5,0.000710056,0.1084821,0.5912121,1.169843,0.2152672,0.08732485,1.714694,0.333776,0.03302363,0.3572326,0.1367701
106.6,0.000679006,0.103791,0.5665167,1.221077,0.206438,0.08365316,1.902486,0.3879019,0.03166972,0.3425398,0.1342291
106.7,0.000649314,0.09930271,0.5428529,1.170989,0.1979708,0.08013584,1.825578,0.3719525,0.03037131,0.3284514,0.128778
106.8,0.000620921,0.09500852,0.5201775,1.165916,0.2330415,0.07676642,1.75178,0.3566589,0.02912614,0.4989249,0.1235482
106.9,0.000593769,0.09090003,0.4984493,1.201158,0.2234832,0.07353868,1.739438,0.3419942,0.02793201,0.4784044,0.1185308
107,0.000567804,0.0869692,0.4827329,1.151887,0.2184007,0.07044664,1.827892,0.3279324,0.02943832,0.4587279,0.1137172
107.1,0.000542975,0.08320835,0.4625688,1.153189,0.209443,0.06998749,1.892308,0.3144488,0.0282314,0.4541437,0.1090991
107.2,0.000519231,0.07961014,0.4432469,1.143003,0.2008526,0.0884435,1.942631,0.3015196,0.02707396,0.4388244,0.1046685
107.3,0.000496526,0.07616752,0.4247321,1.096118,0.236266,0.08472477,1.881866,0.4089148,0.02970338,0.4207758,0.1109326
107.4,0.000474813,0.07287378,0.4069908,1.274764,0.2265754,0.0811624,1.885264,0.3921015,0.02848559,0.4739046,0.1064276
107.5,0.00045405,0.06972247,0.3899904,1.262707,0.2172824,0.07774982,2.013561,0.3759794,0.02731773,0.4544132,0.1021055
107.6,0.000434195,0.06670743,0.3737003,1.276473,0.2083705,0.07448072,1.965538,0.3803593,0.02619774,0.4357234,0.09795891
107.7,0.000415209,0.06382278,0.3580905,1.224113,0.1998241,0.07134908,2.232387,0.36472,0.02512368,0.4178024,0.09398073
107.8,0.000397052,0.06106286,0.385203,1.221493,0.1916282,0.06834911,2.142143,0.3714645,0.02409365,0.4890774,0.0917635
107.9,0.00037969,0.05842229,0.3691128,1.200765,0.1837686,0.06547528,2.074957,0.356191,0.02310584,0.4791082,0.09233336
108,0.000363086,0.05589591,0.3536947,1.15151,0.1773188,0.06272228,2.149391,0.3415455,0.02215854,0.4594027,0.08858363
108.1,0.000347209,0.05347878,0.3720298,1.119981,0.170046,0.06008504,2.256927,0.3275022,0.02125008,0.4837396,0.08498619
108.2,0.000332026,0.05116618,0.3564898,1.074039,0.1630715,0.05755868,2.165692,0.3140363,0.02037886,0.4638437,0.1092879
108.3,0.000317507,0.04895358,0.3415989,1.103845,0.1563831,0.05513854,2.307912,0.301124,0.01954336,0.444766,0.1130631
108.4,0.000303623,0.04683666,0.3273301,1.134312,0.149969,0.05282017,2.287072,0.2887427,0.01874211,0.4264731,0.1303651
108.5,0.000290346,0.04481129,0.3136573,1.110903,0.1438179,0.08780737,2.30652,0.3475117,0.01797372,0.4382995,0.1250709
108.6,0.000277649,0.04287349,0.3005556,1.065334,0.1797362,0.09707075,2.282809,0.3332231,0.01723682,0.4202725,0.1199917
108.7,0.000265508,0.0410195,0.3238017,1.13886,0.1723643,0.09298928,2.287417,0.3255655,0.01653014,0.402987,0.1151187
108.8,0.000253898,0.03924568,0.3102762,1.092144,0.2075088,0.08907942,2.348898,0.3121792,0.01585243,0.3864124,0.1104437
108.9,0.000242795,0.03754856,0.305205,1.08583,0.1989978,0.08533395,2.338017,0.2993433,0.04995246,0.3705194,0.1059585
109,0.000232178,0.03592483,0.2925069,1.167618,0.1908358,0.08174597,2.501007,0.3366853,0.04790449,0.3851447,0.1016554
109.1,0.000222025,0.03437132,0.3162075,1.201943,0.1830087,0.07830884,2.399905,0.3228418,0.04594048,0.3693039,0.09752714
109.2,0.000212316,0.03288499,0.3029993,1.178615,0.1755025,0.07501624,2.474195,0.3095675,0.044057,0.358128,0.09356649
109.3,0.000203032,0.03146293,0.2903427,1.130268,0.1683042,0.07186208,2.374177,0.296839,0.04225073,0.3433984,0.08976669
109.4,0.000194154,0.03010237,0.2782149,1.083905,0.1614012,0.06884054,2.444564,0.3271891,0.04051852,0.3292747,0.0861212
109.5,0.000185664,0.02880064,0.2665937,1.075472,0.1547812,0.06594604,2.345743,0.313736,0.03885733,0.3157318,0.08262376
109.6,0.000177545,0.0275552,0.2554578,1.230695,0.1944249,0.06317325,2.250917,0.3870982,0.03726424,0.4483178,0.07926834
109.7,0.000169781,0.02636362,0.2447872,1.222563,0.1864505,0.06051704,2.511389,0.3711818,0.03573646,0.4298787,0.0760492
109.8,0.000162357,0.02522357,0.2345622,1.172414,0.2145569,0.05797252,2.640126,0.35592,0.03427133,0.4121981,0.07296079
109.9,0.000155257,0.02413281,0.2247644,1.124322,0.2057568,0.05553498,2.607941,0.3412856,0.03286626,0.3952446,0.06999779
110,0.000148468,0.02308923,0.2153758,1.16243,0.1973176,0.05319994,2.502516,0.327253,0.03151879,0.3789884,0.06715513
110.1,0.000141976,0.02209077,0.2063794,1.150742,0.1892245,0.05096307,2.574368,0.3137973,0.03022658,0.3961088,0.06442791
110.2,0.000135767,0.02113549,0.1977588,1.105642,0.1814634,0.05218602,2.592884,0.3008949,0.02898733,0.3798171,0.06181145
110.3,0.00012983,0.02022152,0.1894982,1.107938,0.1740206,0.04999179,2.600262,0.3328768,0.0277989,0.3904212,0.05930124
110.4,0.000124153,0.01934708,0.1815828,1.062491,0.1668831,0.04788982,2.58007,0.3571163,0.02665919,0.3743634,0.05689297
